Name_domain,Product_name,Region,Country,Average_rating,Number_of_rates,Price,Type
Gorelli,Brigo Sangiovese 2020,Toscana,Italy,4.0,100,21.48,Red
Sassotondo,Isolina 2022,Bianco di Pitigliano,Italy,3.8,252,21.48,White
La Mozza,Aragone Maremma Toscana 2015,Maremma Toscana,Italy,4.2,62,21.48,Red
Nebbiolo di Carema,Carema 2017,Carema,Italy,3.8,479,21.48,Red
Murgo,Tenuta La Francescana Nero Buono 2020,Lazio,Italy,3.8,37,21.48,Red
Musto Carmelitano,Serra del Prete Aglianico del Vulture 2019,Aglianico del Vulture,Italy,3.6,677,21.48,Red
Triebaumer,Blaufränkisch 2021,Neusiedlersee-Hügelland,Austria,3.6,579,21.48,Red
Eleva,Tenzone Valpolicella Ripasso Classico Superiore 2019,Valpolicella Ripasso Classico,Italy,3.9,41,21.48,Red
Migrante,Consilium Cesanese di Olevano Romano 2018,Cesanese di Olevano Romano,Italy,3.7,510,21.48,Red
Laurent Perrachon,Juliénas Clos des Chers 2018,Juliénas,France,3.8,52,21.48,Red
Sebastiani,Chardonnay 2020,Sonoma County,United States,3.8,52,21.48,White
Salvetta,Nosiola 2019,Vigneti delle Dolomiti,Italy,3.8,538,21.48,White
Mooiplaas Wine Estate,Houmoed Bushvine Chenin Blanc 2021,Stellenbosch,South Africa,3.8,1049,21.48,White
Franz Haas,Gewürztraminer 2022,Südtirol - Alto Adige,Italy,4.1,28,21.48,White
Sybille Kuntz,Riesling Trocken 2021,Mosel,Germany,4.0,80,21.48,White
Bodega Norton,Reserva Malbec 2020,Lujan de Cuyo,Argentina,3.8,837,21.48,Red
Miraval,Côtes de Provence Blanc 2022,Côtes de Provence,France,3.9,35,21.49,White
Les Chemins de Carabote,Les Pierres qui Chantent 2013,Terrasses du Larzac,France,4.2,70,21.5,Red
Château Canon Pécresse,Canon-Fronsac 2012,Canon-Fronsac,France,3.6,76,21.5,Red
Mylène Bru,Soleil de Nuit 2020,Vin de France,France,3.7,33,21.5,Red
Domaine Giachino,Ma Douce 2022,Savoie,France,3.8,189,21.5,Red
Domaine du Bel Air,Les Vingt Lieux dits Bourgueil 2021,Bourgueil,France,3.8,1146,21.5,Red
Grosbois,Gabare Chinon 2020,Chinon,France,3.9,237,21.5,Red
Château Belles-Graves,Lalande-de-Pomerol 2017,Lalande-de-Pomerol,France,4.2,180,21.5,Red
Les Vignes Oubliées,Terrasses du Larzac 2020,Terrasses du Larzac,France,3.9,140,21.5,Red
Domaine Anne Gros & Jean-Paul Tollot,L'O de la Vie 'Cazelles' 2021,Minervois,France,3.8,1171,21.5,Red
Stephane Montez - Domaine du Monteillet,Saint-Joseph 2021,Saint-Joseph,France,4.0,53,21.5,Red
Domaine du Clos des Fées,De Battre Mon Coeur S'est Arrêté 2021,Côtes du Roussillon Villages,France,3.8,27,21.5,Red
Clos des Reboussiers,Pic St.Loup 2019,Pic-Saint-Loup,France,4.0,50,21.5,Red
Domaine Chapelle et Fils,Ladoix 'Les Vris' Rouge 2019,Ladoix,France,3.7,149,21.5,Red
Michel Lynch,Prestige Saint-Émilion 2020,Saint-Émilion,France,4.0,45,21.5,Red
Olim Bauda,Le Rocchette Barbera d'Asti Superiore 2016,Barbera d'Asti,Italy,4.0,439,21.5,Red
Domaine Gallety,Côtes du Vivarais Rouge 2019,Côtes du Vivarais,France,3.9,889,21.5,Red
Christophe Pacalet,Moulin à Vent 2022,Moulin-à-Vent,France,3.9,585,21.5,Red
Château Capbern,Saint-Estèphe 2013,Saint-Estèphe,France,3.8,495,21.5,Red
Domaine Ogereau,Côte de la Houssaye Anjou-Villages 2020,Anjou-Villages,France,3.9,95,21.5,Red
Charly Thévenet,Grain & Granit Régnié 2021,Régnié,France,4.1,31,21.5,Red
Justin Girardin,Bourgogne Pinot Noir 2021,Bourgogne,France,3.9,51,21.5,Red
Domaine Elodie Balme,Côtes du Rhône 2022,Côtes-du-Rhône,France,3.7,1262,21.5,Red
Clos Puy Arnaud,Cuvée Bistrot Côtes de Bordeaux 2014,Côtes de Bordeaux,France,3.6,59,21.5,Red
Torbreck,Old Vines Grenache - Shiraz - Mourvedre 2019,Barossa Valley,Australia,3.9,70,21.5,Red
Penfolds,Koonunga Hill Seventy Six Shiraz - Cabernet 2021,South Australia,Australia,3.8,2926,21.5,Red
Felix & Fils,Irancy Rouge 2020,Irancy,France,3.6,152,21.5,Red
Domaine du Joncier,Les Muses Lirac 2017,Lirac,France,3.8,31,21.5,Red
Oddero,Langhe Rosato 2022,Langhe,Italy,3.7,64,21.5,Rose
Mas Bruguiere,Les Mûriers Languedoc 2022,Languedoc,France,3.8,399,21.5,White
Henri Bourgeois,Pouilly-Fumé En Travertin 2022,Pouilly-Fumé,France,4.1,64,21.5,White
Dominique Roger,Domaine du Carrou Sancerre Blanc 2022,Sancerre,France,4.0,32,21.5,White
Alain Chabanon,Le Petit Trelans 2022,Pays d'Oc,France,3.9,190,21.5,White
Miraval,Côtes de Provence Blanc 2021,Côtes de Provence,France,3.9,78,21.5,White
Dominique Roger,Cuvée La Jouline Sancerre Blanc 2019,Sancerre,France,3.8,147,21.5,White
Domaine Farjon,Authentique Saint-Joseph 2020,Saint-Joseph,France,3.9,369,21.5,Red
Les Vignes Oubliées,Languedoc Blanc 2021,Languedoc,France,4.0,72,21.5,White
Bonfadini,Franciacorta Nobilium Brut,Franciacorta,Italy,3.8,606,21.5,Sparkling
Château Jouvente,Graves Blanc 2018,Graves,France,3.9,26,21.5,White
Domaine de Sainte Marie,Ensemblage L'Étoile 2020,L'Etoile,France,3.9,57,21.5,White
De Moncel,Brut Champagne,Champagne,France,3.7,247,21.5,Sparkling
Domaine de I'Ile,Côtes de Provence Rosé 2022,Côtes de Provence,France,4.2,35,21.5,Rose
Mas del Périé - Fabien Jouves,Les Pièces Longue 2020,Vin de France,France,3.9,52,21.5,White
Domaine Lafage,Taronja de Gris 2021,Côtes Catalanes,France,3.9,564,21.5,White
Domaine Fontchêne,Les Antiques 2021,Alpilles,France,3.9,47,21.5,White
Vis Amoris,Pigato Sogno 2015,Riviera Ligure di Ponente,Italy,3.8,52,21.5,White
Château Les Valentines,Le Grand Huit Bio Rosé 2021,La Londe,France,3.9,275,21.5,Rose
Château Sainte Marguerite,Symphonie Côtes de Provence Rosé 2022,Côtes de Provence,France,4.1,243,21.5,Rose
Domaine des Hauts Châssis,L’Essentiel Crozes-Hermitage 2021,Crozes-Hermitage,France,3.9,369,21.5,White
Domaine Mathias,Pouilly-Fuissé 2021,Pouilly-Fuissé,France,4.0,29,21.5,White
Roucas Toumba,Les Prémices Vacqueyras 2019,Vacqueyras,France,4.1,55,21.5,White
Stephane Montez - Domaine du Monteillet,Le Petit Viognier 2022,Collines Rhodaniennes,France,4.1,1072,21.5,White
Jean-Claude et Romain Bessin-Tremblay,Chablis 2020,Chablis,France,3.8,88,21.5,White
Miraval,Côtes de Provence Blanc 2020,Côtes de Provence,France,3.9,78,21.5,White
Château Belles-Graves,Lalande-de-Pomerol 2013,Lalande-de-Pomerol,France,3.8,145,21.5,Red
Olivier Pithon,Cuvée Laïs Blanc 2021,Languedoc-Roussillon,France,3.9,54,21.5,White
Luna Sicana,Fiano 2020,Sicilia,Italy,3.8,79,21.52,White
Luna Sicana,Grillo 2021,Sicilia,Italy,3.8,139,21.52,White
Cantina della Volta,Trentasei 2014,Modena,Italy,3.9,200,21.54,Sparkling
Cantina della Volta,Trentasei 2015,Modena,Italy,3.8,1171,21.54,Sparkling
Il Verro,Sheep 2021,Terre del Volturno,Italy,3.6,150,21.56,White
Le Mortelle,Vivia Maremma Toscana 2022,Toscana,Italy,3.8,149,21.57,White
Picchioni Andrea,Da Cima a Fondo 2020,Lombardia,Italy,4.1,193,21.58,Sparkling
Domaine de Tamary,Côtes de Provence Rosé 2022,Côtes de Provence,France,3.7,1136,21.58,Rose
Joan Raventos Rosell,Cava Brut Nature,Cava,Spain,3.5,223,21.58,Sparkling
Callejo,Flores de Callejo 2021,Ribera del Duero,Spain,3.7,429,21.58,Red
Castelvecchio,Dileo Malvasia 2020,Friuli-Venezia Giulia,Italy,3.8,154,21.58,White
Château Camplazens,La Garrigue La Clape 2020,La Clape,France,3.9,1033,21.58,Red
Martin Pasler,Zweigelt 2019,Neusiedlersee,Austria,3.8,420,21.58,Red
Vigneti Massa,L'Avvelenata 2020,Piemonte,Italy,3.9,409,21.58,Red
El Zeremia,Johanniter 2022,Vigneti delle Dolomiti,Italy,3.7,49,21.58,White
E. Guigal,Saint-Joseph 2019,Saint-Joseph,France,4.0,536,21.59,Red
Joseph Mellot,La Chatellenie Sancerre 2021,Sancerre,France,4.1,241,21.6,White
Tua Rita,Rosso Dei Notri Toscana 2021,Toscana,Italy,3.8,152,21.6,Red
Glenelly,Estate Reserve Red Blend 2013,Stellenbosch,South Africa,3.9,591,21.6,Red
Costers del Priorat,Pissarres 2021,Priorat,Spain,3.9,77,21.6,Red
Villa Tempora,Le Démon du Midi Rouge 2018,Pézenas,France,3.9,133,21.6,Red
Château Barrail Saint Andre,Saint-Emilion Grand Cru 2020,Saint-Émilion Grand Cru,France,4.0,637,21.6,Red
Château de La Chaize,Morgon 2020,Morgon,France,3.9,76,21.6,Red
Château Barrail Saint Andre,Saint-Emilion Grand Cru 2018,Saint-Émilion Grand Cru,France,3.9,25,21.6,Red
Agnès Paquet,Auxey-Duresses Rouge 2020,Auxey-Duresses,France,4.0,488,21.6,Red
Domaine de Marcoux,Côtes du Rhône 2021,Côtes-du-Rhône,France,3.8,61,21.6,Red
Marabino,Parrino Rosso di Contrada 2018,Terre Siciliane,Italy,4.0,152,21.6,Red
Domaine Anne Gros & Jean-Paul Tollot,L'O de la Vie 'Cazelles' 2019,Minervois,France,3.8,1171,21.6,Red
Fanti,Rosso di Montalcino 2018,Rosso di Montalcino,Italy,3.7,452,21.6,Red
Château du Glana,Pavillon du Glana Saint-Julien 2018,Saint-Julien,France,4.1,117,21.6,Red
Ramón Bilbao,Edición Limitada 2016,Rioja,Spain,4.0,1065,21.6,Red
Viña Pomal,Reserva 2017,Rioja,Spain,4.0,204,21.6,Red
De Vescovi Ulzbach,Teroldego Rotaliano 2021,Teroldego Rotaliano,Italy,3.7,26,21.6,Red
Tempus Alba,Syrah 2018,Mendoza,Argentina,3.5,434,21.6,Red
Tempus Alba,Cabernet Sauvignon 2018,Mendoza,Argentina,3.6,971,21.6,Red
Mouton Cadet,Réserve Saint-Émilion 2016,Saint-Émilion,France,3.7,1345,21.6,Red
Didier Morion,Lléandre Saint-Joseph 2017,Saint-Joseph,France,3.7,85,21.6,Red
Domaine Pavelot - Jean-Marc et Hughes,Savigny-les-Beaune Rouge 2017,Savigny-lès-Beaune,France,4.0,288,21.6,Red
Château Barrail Saint Andre,Saint-Emilion Grand Cru 2016,Saint-Émilion Grand Cru,France,4.0,74,21.6,Red
Brancaia,Tre 2019,Toscana,Italy,3.8,1545,21.6,Red
Nicolas Maillet,Bourgogne Rouge 2020,Bourgogne,France,3.6,78,21.6,Red
Joseph Mellot,Le Rabault Sancerre Rouge 2020,Sancerre,France,4.0,135,21.6,Red
Domaine des Ronces,Trousseau Côtes du Jura 2022,Côtes du Jura,France,3.7,126,21.6,Red
Château Barrail Saint Andre,Saint-Emilion Grand Cru 2017,Saint-Émilion Grand Cru,France,4.0,637,21.6,Red
André Goichot,Domaine Les Guignottes Bourgogne Pinot Noir 2018,Bourgogne,France,3.7,146,21.6,Red
Domaine Saint Amant,La Tabardonne 2021,Côtes-du-Rhône-Villages,France,4.0,425,21.6,White
Domaine Jolly & Fils,Chablis 1er Cru Fourchaume 'L'homme Mort' 2022,Chablis 1er Cru 'L'homme mort',France,4.1,115,21.6,White
Domaine de la Croix Senaillet,Les Buis Saint-Véran 2021,Saint-Véran,France,3.8,150,21.6,White
Cenatiempo,Ischia Biancolella 2022,Ischia,Italy,3.9,990,21.6,White
Clos Henri Vineyard,Sauvignon Blanc 2022,Marlborough,New Zealand,3.8,28,21.6,White
Château Barrail Saint Andre,Saint-Emilion Grand Cru 2019,Saint-Émilion Grand Cru,France,4.0,637,21.6,Red
Bernard Michaut,Petit Chablis 2021,Petit Chablis,France,3.9,132,21.6,White
Château de Chamirey,Mercurey Blanc 2020,Mercurey,France,4.1,56,21.6,White
Domaine de la Croix Senaillet,Saint-Véran 'Les Rochats' 2021,Saint-Véran,France,3.8,470,21.6,White
Domaine de la Croix Senaillet,La Grande Bruyère Saint-Véran 2021,Saint-Véran,France,3.9,112,21.6,White
Bad Boy (Mauvais Garçon),Chardonnay 2022,Vin de France,France,3.8,203,21.6,White
La Cavale,La Cavale Blanc 2022,Luberon,France,3.8,55,21.6,White
Miraval,Côtes de Provence Blanc 2019,Côtes de Provence,France,4.0,67,21.6,White
Calliari Maria Rita,Solaris Venticinque Dieci 2022,Vigneti delle Dolomiti,Italy,4.1,35,21.6,White
Ferraton Père & Fils,Saint-Joseph La Source Blanc 2021,Saint-Joseph,France,3.6,705,21.6,White
Tempus Alba,Malbec 2017,Mendoza,Argentina,3.6,1569,21.6,Red
Domaine de la Grume - Nicolas Boudeau,Brouilly Garanches 2021,Brouilly,France,3.9,29,21.6,Red
Château Côte Puyblanquet,Saint-Émilion Grand Cru 2018,Saint-Émilion Grand Cru,France,3.8,1112,21.6,Red
Couly-Dutheil,Retour au Franc Chinon Cabernet Franc 2021,Loire Valley,France,3.7,470,21.6,Red
Maxime-François Laurent,Il Fait Soif Rouge 2019,Côtes-du-Rhône,France,3.8,189,21.6,Red
Château Falfas,Côtes de Bourg 2016,Côtes de Bourg,France,4.0,108,21.6,Red
Domaine Elodie Roy,La Rue des Pierres Maranges 2020,Maranges,France,3.9,74,21.6,Red
Les Jamelles,Mourvèdre 2019,Pays d'Oc,France,3.8,170,21.6,Red
Domaine Modat,Comme Avant Côtes du Roussillon Villages 2017,Côtes du Roussillon Villages,France,3.9,83,21.6,Red
Diego Conterno,Baluma Nebbiolo d'Alba 2022,Piemonte,Italy,3.8,1537,21.6,Red
Domaine de la Croix Senaillet,En Pommards Saint-Véran 2022,Saint-Véran,France,3.9,649,21.6,White
Majolini,Brut,Franciacorta,Italy,3.8,1033,21.61,Sparkling
Château Petit Mangot,Saint-Émilion Grand Cru 2014,Saint-Émilion Grand Cru,France,3.7,181,21.64,Red
Domaine la Soumade,Cuvée Confiance Rasteau 2019,Rasteau,France,3.9,309,21.65,Red
Reichsgraf von Kesselstatt,Wiltinger Riesling Trocken 2022,Wiltingen,Germany,3.8,841,21.68,White
Reichsgraf von Kesselstatt,Wiltinger Riesling Trocken 2020,Wiltingen,Germany,4.0,50,21.68,White
Nitída,Calligraphy 2015,Durbanville,South Africa,4.2,251,21.68,Red
Chiara Condello,Predappio 2021,Sangiovese di Romagna,Italy,3.9,3970,21.68,Red
Château Cissac,Haut-Médoc 2019,Haut-Médoc,France,4.0,50,21.69,Red
Domaine de la Pinte,Arbois Poulsard 2020,Arbois,France,3.8,40,21.7,Red
Ferraton Père & Fils,Crozes-Hermitage Les Pichères 2020,Crozes-Hermitage,France,3.9,29,21.7,Red
Louis Jadot,Côte d'Or Bourgogne 2020,Bourgogne,France,3.8,216,21.7,Red
Domaine Pierre Gelin,Bourgogne Pinot Noir 2022,Côte de Nuits,France,3.8,577,21.7,Red
Château Fleur Ursuline,Saint-Émilion Grand Cru 2018,Saint-Émilion Grand Cru,France,3.8,34,21.7,Red
Château de Saint-Aubin,Bourgogne Hautes-Côtes de Beaune 2020,Bourgogne Hautes-Côtes de Beaune,France,4.1,71,21.7,Red
Domaine Les Alexandrins,Les Chaflans Crozes-Hermitage 2020,Crozes-Hermitage,France,4.1,79,21.7,Red
Christian Meffre,Chateau Raspail Gigondas 2018,Gigondas,France,4.0,67,21.7,Red
French Bulldog,Rosé 2020,Pays d'Oc,France,4.1,31,21.7,Rose
French Bulldog,Chardonnay 2020,Pays d'Oc,France,3.9,83,21.7,White
Reichsgraf von Kesselstatt,Kaseler Riesling Trocken 2021,Mosel,Germany,3.9,532,21.7,White
La Perrière,Sancerre Blanc 2021,Sancerre,France,4.1,153,21.7,White
Domaine Mouton,Cuvée Excellence Givry 2020,Givry,France,4.0,217,21.7,White
Bovier & Fils,Chablis 2021,Chablis,France,3.7,29,21.7,White
Château Les Trois Croix,Fronsac 2012,Fronsac,France,3.8,225,21.7,Red
Animal,Malbec 2021,Mendoza,Argentina,3.9,421,21.71,Red
Wente Vineyards,Beyer Ranch Zinfandel 2021,California,United States,4.0,32,21.71,Red
Wente Vineyards,Beyer Ranch Zinfandel 2020,California,United States,4.1,529,21.71,Red
Alasia,Rosé Brut 2018,Alta Langa,Italy,3.7,59,21.74,Rose
Fratelli Revello,Langhe Nebbiolo 2021,Langhe,Italy,3.9,60,21.75,Red
Crociani,Vino Nobile di Montepulciano 2019,Vino Nobile di Montepulciano,Italy,4.0,80,21.75,Red
Château Graves de Pez,Saint-Estèphe 2019,Saint-Estèphe,France,4.2,41,21.75,Red
Vigna Dorata,Franciacorta Rosé,Franciacorta,Italy,3.9,111,21.76,Sparkling
di Lenardo,Ronco Nolè Uvaggio 2020,Friuli-Venezia Giulia,Italy,4.1,222,21.78,Red
Domaine Bousquet,Reserve Pinot Noir 2019,Tupungato,Argentina,3.8,236,21.78,Red
Bulgarini,Cà Vaibo Lugana 2021,Lugana,Italy,4.2,26,21.78,White
Federico Curtaz,Ananke Nero d'Avola 2018,Sicilia,Italy,3.8,72,21.78,Red
Contadi Castaldi,Franciacorta Brut,Franciacorta,Italy,3.8,9418,21.78,Sparkling
Cantina Giba,6 Mura Bianco 2021,Vermentino di Sardegna,Italy,3.7,148,21.78,White
Château des Bertrands,Côtes de Provence Rosé 2021,Côtes de Provence,France,4.0,220,21.78,Rose
Château La Croix des Pins,Les Contreforts de Montmirail Beaumes-de-Venise 2020,Beaumes-de-Venise,France,3.9,370,21.78,Red
Somerbosch,Shiraz 2020,Stellenbosch,South Africa,3.5,167,21.78,Red
Federico Curtaz,Ananke Nero d'Avola 2022,Sicilia,Italy,3.8,277,21.78,Red
Josef Brigl,Vigna Windegg Pinot Grigio 2021,Südtirol - Alto Adige,Italy,3.7,26,21.78,White
Josef Brigl,Vigna Rielerhof Riesling 2021,Trentino,Italy,3.8,87,21.78,White
Mann,Happy Lemon Riesling 2021,Alsace,France,4.1,197,21.8,White
Château Terre Forte,Côtes-du-Rhône-Villages 'Signargues' 2012,Côtes-du-Rhône-Villages 'Signargues',France,3.9,114,21.8,Red
Domaine Bousquet,Malbec 2019,Tupungato,Argentina,3.7,1920,21.8,Red
Kanonkop,Kadette Pinotage 2019,Stellenbosch,South Africa,3.9,2351,21.8,Red
Mas del Périé - Fabien Jouves,Les Pièces Longue 2019,Vin de France,France,4.1,42,21.8,White
Mann,L'oiseau' Astral Gewürztraminer 2021,Alsace,France,4.2,66,21.8,White
Henri Bourgeois,Grande Réserve Sancerre Blanc 2022,Sancerre,France,4.1,135,21.8,White
Pierre Luneau-Papin,L d’Or Granite Vallet Muscadet Sèvre & Maine 2021,Muscadet-Sevre et Maine,France,3.7,591,21.8,White
Yves Cuilleron,Saint-Péray Les Potiers 2022,Saint-Péray,France,3.9,994,21.8,White
Progetto Calcarius,Bombigiana 2021,Puglia,Italy,3.9,270,21.8,White
Château Mayne Lalande,Listrac-Médoc 2017,Listrac-Médoc,France,3.7,25,21.8,Red
Martin & Anna Arndorfer,Handcrafted Grüner Veltliner 2022,Niederösterreich,Austria,3.9,32,21.8,White
Château Ksara,Cabernet Sauvignon Cuvée Spéciale 2017,Bekaa Valley,Lebanon,3.5,96,21.8,Red
Merlin,Moulin à vent 2015,Moulin-à-Vent,France,3.5,33,21.8,Red
Château Salettes,Bandol Rosé 2022,Bandol,France,3.9,475,21.8,Rose
Yves Cuilleron,Labaya Crozes-Hermitage 2020,Crozes-Hermitage,France,4.0,155,21.8,Red
Domaine de Courbissac,Roc Suzadou Minervois 2015,Minervois,France,3.9,66,21.8,Red
Les Sources d'Agapé,Saint-Amour Petit-Besset 2020,Saint-Amour,France,4.0,37,21.8,Red
Biserno,Campo di Sasso Insoglio del Cinghiale 2021,Toscana,Italy,4.1,1052,21.8,Red
Château Ksara,Cabernet Sauvignon Cuvée Spéciale 2018,Bekaa Valley,Lebanon,4.0,51,21.8,Red
Domaine Pfister,Weg Pinot Noir 2022,Alsace,France,3.9,179,21.8,Red
Giuseppe Sedilesu,Mamuthone Cannonau di Sardegna 2020,Cannonau di Sardegna,Italy,3.9,261,21.8,Red
Château Lyonnat,Emotion Lussac-Saint-Émilion 2019,Lussac-Saint-Émilion,France,3.8,4329,21.8,Red
Maso Cantanghel,Forte di Mezzo Pinot Nero 2021,Trentino,Italy,3.9,401,21.8,Red
Torrevento,Nero Di Troia Castel Del Monte Riserva Ottagono 2014,Castel del Monte,Italy,4.1,1017,21.82,Red
Penley Estate,Phoenix Cabernet Sauvignon 2019,Coonawarra,Australia,3.8,1056,21.83,Red
Telmo Rodriguez,El Transistor Verdejo 2020,Rueda,Spain,3.8,119,21.83,White
Villa Collepere,Grillí Verdicchio di Matelica 2021,Verdicchio di Matelica,Italy,4.2,116,21.85,White
Pratum Coller,Nĭtŏr Bianco 2020,Montenetto di Brescia,Italy,3.8,162,21.87,White
La Cadalora,Gazzi Pinot Grigio Vallagarina 2021,Vallagarina,Italy,4.1,73,21.87,White
Nicolas Réau,Attention Chenin Méchant 2022,Anjou,France,3.9,46,21.87,White
Secondo Marco,Valpolicella Classico 2019,Valpolicella Classico,Italy,3.8,49,21.87,Red
Maixei,Barbadirame Dolceacqua Superiore 2021,Dolceacqua,Italy,4.0,28,21.88,Red
Abbazia di Novacella (Stiftskellerei Neustift),Praepositus Gewürztraminer 2021,Südtirol - Alto Adige,Italy,4.2,72,21.88,White
San Marzano,F Negroamaro 2020,Salento,Italy,4.2,675,21.88,Red
Laurent Perrachon,Morgon 'Corcelette' 2021,Morgon,France,3.7,1378,21.88,Red
Castel Noarna,Cimber 2019,Vigneti delle Dolomiti,Italy,3.6,229,21.88,Red
La Vrille,Cornalin 2020,Valle d'Aosta,Italy,3.6,227,21.88,Red
Cà dei Frati,Cuvée dei Frati Brut Rosé,Lombardia,Italy,3.8,777,21.88,Sparkling
Bric Cenciurio,Langhe Nebbiolo 2020,Langhe,Italy,3.8,50,21.88,Red
Podere Sette,L'Invidio Bolgheri Rosso 2021,Bolgheri,Italy,4.3,302,21.88,Red
Marc Brédif,Royal Oyster Muscadet Sèvre Et Maine Sur Lie 2020,Muscadet-Sevre et Maine,France,3.8,93,21.88,White
Quartomoro,VRM Memorie di Vite 2020,Sardegna,Italy,3.8,201,21.88,White
Massimago,Marchesa MariaBella Valpolicella Ripasso 2021,Valpolicella Ripasso,Italy,4.1,52,21.88,Red
Occhipinti,Nero D'Avola - Frappato Sicilia SP68 2022,Terre Siciliane,Italy,4.0,83,21.88,Red
Adegas Gran Vinum,Mar de Viñas Albariño 2022,Rías Baixas,Spain,3.9,50,21.88,White
Castellari Bergaglio,Pilin Gavi 2015,Gavi,Italy,4.2,41,21.88,White
Feudo Disisa,Vuarìa Nero d'Avola 2017,Monreale,Italy,3.9,359,21.88,Red
Castellare,Chianti Classico 2021,Chianti Classico,Italy,3.9,694,21.88,Red
Virna,Nebbiolo Langhe Il 2021,Langhe,Italy,3.9,513,21.88,Red
Domaine Gauby,Calcinaires Rouge 2022,Côtes Catalanes,France,3.7,2577,21.89,Red
Chaland Jean-Marie,Domaine Sainte Barbe Vieilles Vignes Viré-Clessé 2021,Viré-Clessé,France,3.9,431,21.9,White
Passo delle Tortore,Le Arcaie Greco di Tufo 2022,Greco di Tufo,Italy,4.3,142,21.9,White
Rolly Gassmann,Pinot Blanc 2020,Alsace,France,3.8,409,21.9,White
Paololeo,Numen 2021,Salento,Italy,3.9,62,21.9,White
Glenelly,Estate Reserve Chardonnay 2019,Stellenbosch,South Africa,4.0,197,21.9,White
Laporte,Le Rochoy Silex Sancerre 2022,Sancerre,France,4.1,39,21.9,White
Oddero,Nebbiolo Langhe 2019,Langhe,Italy,3.9,331,21.9,Red
Francis Ford Coppola Winery,Diamond Collection Rosé 2020,California,United States,3.6,38,21.9,Rose
Sylvie Spielmann,Gypse Terroir Unique 2015,Alsace Grand Cru,France,3.7,28,21.9,White
Jean-Luc Mouillard,Côtes du Jura Savagnin 2018,Côtes du Jura,France,3.7,46,21.9,White
Domaine Jean Teiller,Hommage Menetou-Salon 2020,Menetou-Salon,France,3.8,97,21.9,Red
Denizot,Sancerre Rouge 2022,Sancerre,France,4.0,237,21.9,Red
Château de la Greniere,Cuvée de la Chartreuse Lussac Saint-Émilion 2018,Lussac-Saint-Émilion,France,3.8,336,21.9,Red
Louis Claude Desvignes,Morgon 2021,Morgon,France,3.8,103,21.9,Red
Occhipinti,Sicilia SP68 Bianco 2022,Terre Siciliane,Italy,4.0,177,21.9,White
Domaine Jean Teiller,La Montaloise Menetou-Salon 2020,Menetou-Salon,France,4.3,70,21.9,White
Holdvölgy,Vision Dry Selection 2019,Tokaj,Hungary,4.1,67,21.9,White
Domaine des Homs,Gravières de Sancastel 2018,Minervois,France,3.9,208,21.9,Red
Pierre Gobillard,Brut Authentique Champagne,Champagne,France,4.0,832,21.9,Sparkling
Château Pech Redon,La Centaurée Blanc 2021,La Clape,France,4.1,31,21.9,White
Domaine de Saint Ser,Cuvée Prestige Côtes de Provence Blanc 2015,Côtes de Provence,France,3.7,52,21.9,White
Charly Thévenet,Terrain Rouge Blanc 2021,Morgon,France,3.7,30,21.9,White
Marcel Deiss,Riesling 2019,Alsace,France,4.0,50,21.9,White
Vasse Felix,Filius Chardonnay 2021,Margaret River,Australia,3.7,277,21.9,White
Château de Tracy,Mademoiselle de T Pouilly-Fumé 2022,Pouilly-Fumé,France,4.1,71,21.9,White
Peter Zemmer,Gewürztraminer 2020,Südtirol - Alto Adige,Italy,3.8,129,21.9,White
Donna Olimpia,Bolgheri Bianco 2021,Bolgheri,Italy,4.0,35,21.9,White
